transaction_id,customer_id,transaction_date,channel,store_id,payment_method,n_items,total_units,gross_amount,discount_amount,net_amount,is_return
T261760,C12797,2025-05-03,In-Store,ST016,Credit Card,8,18,3985.44,0.0,3985.44,0
T261761,C12797,2025-05-12,In-Store,ST013,Mobile Banking,8,18,6188.71,0.0,6188.71,0
T261762,C12797,2025-05-19,In-Store,ST014,Cash,8,12,1081.11,0.0,1081.11,0
T261763,C12797,2025-07-09,Online Web,ONLINE,Credit Card,9,17,2237.78,0.0,2237.78,0
T261764,C12797,2025-07-23,In-Store,ST010,Mobile Banking,3,5,664.73,0.0,664.73,0
T261765,C12797,2025-07-25,In-Store,ST023,Credit Card,4,9,2402.17,0.0,2402.17,0
T261766,C12797,2025-08-03,In-Store,ST010,Cash,6,8,2131.18,0.0,2131.18,0
T261767,C12797,2025-08-04,In-Store,ST018,Mobile Banking,4,7,1145.21,0.0,1145.21,0
T261768,C12797,2025-08-22,In-Store,ST001,Mobile Banking,10,13,1478.99,0.0,1478.99,0
T261769,C12797,2025-09-02,In-Store,ST023,Cash,10,15,2075.41,0.0,2075.41,0
T261770,C12797,2025-09-05,In-Store,ST024,Mobile Banking,11,19,4466.15,0.0,4466.15,0
T261771,C12797,2025-09-21,In-Store,ST005,Mobile Banking,4,5,691.93,0.0,691.93,0
T261772,C12797,2025-09-29,In-Store,ST004,Mobile Banking,11,16,2787.56,0.0,2787.56,0
T261773,C12797,2025-10-05,Mobile App,ONLINE,Credit Card,5,9,1236.34,0.0,1236.34,0
T261774,C12797,2025-10-07,In-Store,ST023,Credit Card,3,5,824.53,0.0,824.53,0
T261775,C12797,2025-10-09,In-Store,ST016,Credit Card,8,14,2860.0,0.0,2860.0,0
T261776,C12797,2025-10-16,In-Store,ST025,e-Wallet,6,11,1456.84,0.0,1456.84,0
T261777,C12797,2025-11-09,In-Store,ST020,Credit Card,5,8,1136.44,0.0,1136.44,0
T261778,C12797,2025-11-14,In-Store,ST017,Credit Card,6,10,1393.08,0.0,1393.08,0
T261779,C12797,2025-11-24,In-Store,ST010,Credit Card,10,17,2500.18,0.0,2500.18,0
T261780,C12797,2025-11-30,In-Store,ST014,Mobile Banking,4,6,737.29,0.0,737.29,0
T261781,C12797,2025-12-08,Mobile App,ONLINE,Credit Card,9,14,2196.19,0.0,2196.19,0
T261782,C12797,2025-12-14,In-Store,ST020,Mobile Banking,6,11,1275.85,0.0,1275.85,0
T261783,C12797,2025-12-19,In-Store,ST001,Cash,5,8,477.0,0.0,477.0,0
T261784,C12797,2025-12-26,In-Store,ST003,Cash,12,24,4014.06,0.0,4014.06,0
T261785,C12797,2025-12-28,Mobile App,ONLINE,e-Wallet,7,15,2423.36,0.0,2423.36,0
T261786,C12797,2026-01-09,In-Store,ST004,Mobile Banking,6,14,1713.09,0.0,1713.09,0
T261787,C12797,2026-01-13,In-Store,ST006,e-Wallet,10,16,4892.49,0.0,4892.49,0
T261788,C12797,2026-01-20,In-Store,ST022,Mobile Banking,7,13,2167.06,0.0,2167.06,0
T261789,C12797,2026-01-22,In-Store,ST022,e-Wallet,5,12,9744.25,0.0,9744.25,0
T261790,C12797,2026-01-24,In-Store,ST014,e-Wallet,5,9,878.98,0.0,878.98,0
T261791,C12797,2026-01-30,In-Store,ST020,Mobile Banking,10,14,8184.64,0.0,8184.64,0
T261792,C12797,2026-01-31,In-Store,ST013,Mobile Banking,4,10,2226.96,0.0,2226.96,0
T261793,C12797,2026-02-15,In-Store,ST023,e-Wallet,5,8,1756.39,0.0,1756.39,0
T261794,C12797,2026-02-22,In-Store,ST002,Mobile Banking,9,15,2076.06,0.0,2076.06,0
T261795,C12797,2026-03-15,In-Store,ST024,Cash,6,8,1358.92,0.0,1358.92,0
T261796,C12797,2026-03-25,In-Store,ST011,Mobile Banking,3,6,1497.89,0.0,1497.89,0
T261797,C12797,2026-03-29,In-Store,ST018,Credit Card,5,7,736.86,0.0,736.86,0
T261798,C12797,2026-04-02,In-Store,ST001,Credit Card,8,14,4963.65,0.0,4963.65,0
T261799,C12797,2026-05-23,In-Store,ST009,Mobile Banking,4,5,958.43,0.0,958.43,0
T261800,C12797,2026-05-27,In-Store,ST005,Cash,3,4,685.73,0.0,685.73,0
T261801,C12797,2026-05-31,In-Store,ST004,Cash,7,13,3248.81,0.0,3248.81,0
T261802,C12797,2026-06-01,In-Store,ST004,e-Wallet,9,16,4825.99,0.0,4825.99,0
T261803,C12797,2026-06-08,In-Store,ST010,Mobile Banking,7,13,1866.45,0.0,1866.45,0
T261804,C12797,2026-06-21,In-Store,ST016,Cash,6,8,1319.97,0.0,1319.97,0
T261805,C12797,2026-06-25,In-Store,ST005,Cash,6,15,1393.93,0.0,1393.93,0
T261806,C12797,2026-07-01,In-Store,ST022,e-Wallet,9,17,3457.05,0.0,3457.05,0
T261807,C12797,2026-08-01,In-Store,ST019,e-Wallet,8,15,3844.88,0.0,3844.88,0
T261808,C12797,2026-08-31,In-Store,ST020,Credit Card,8,14,1656.44,0.0,1656.44,0
T261809,C12798,2024-11-24,In-Store,ST016,Mobile Banking,8,13,1753.8,66.3,1687.5,0
T261810,C12798,2024-11-26,In-Store,ST011,Cash,7,13,1347.05,0.0,1347.05,0
T261811,C12798,2024-12-12,In-Store,ST012,Mobile Banking,6,9,856.84,0.0,856.84,0
T261812,C12798,2024-12-19,Mobile App,ONLINE,Mobile Banking,7,9,1339.99,40.64,1299.35,0
T261813,C12798,2025-02-03,Mobile App,ONLINE,Credit Card,4,7,527.31,8.83,518.48,0
T261814,C12798,2025-02-07,In-Store,ST007,e-Wallet,1,2,1458.66,0.0,1458.66,0
T261815,C12798,2025-03-08,In-Store,ST007,Mobile Banking,9,17,1856.31,79.97,1776.34,0
T261816,C12798,2025-03-16,In-Store,ST011,e-Wallet,7,13,1267.64,8.98,1258.66,0
T261817,C12798,2025-04-03,In-Store,ST025,Mobile Banking,6,8,1500.61,0.0,1500.61,0
T261818,C12798,2025-04-30,In-Store,ST009,Mobile Banking,5,12,1100.52,0.0,1100.52,0
T261819,C12798,2025-05-08,In-Store,ST021,Cash,11,19,2171.6,13.69,2157.91,0
T261820,C12798,2025-05-13,Online Web,ONLINE,Credit Card,9,19,2927.12,7.95,2919.17,0
T261821,C12798,2025-05-25,In-Store,ST013,Credit Card,9,21,1973.29,0.0,1973.29,0
T261822,C12798,2025-06-16,In-Store,ST022,Cash,9,17,2799.07,41.56,2757.51,0
T261823,C12798,2025-07-01,In-Store,ST007,Cash,7,11,843.65,21.05,822.6,0
T261824,C12798,2025-07-06,In-Store,ST006,Mobile Banking,4,7,1207.25,0.0,1207.25,0
T261825,C12798,2025-07-10,In-Store,ST008,Cash,5,10,860.8,27.14,833.66,0
T261826,C12798,2025-07-23,In-Store,ST022,Credit Card,7,11,1606.19,0.0,1606.19,0
T261827,C12798,2025-08-11,In-Store,ST019,Credit Card,12,19,2599.5,57.01,2542.49,0
T261828,C12798,2025-08-21,In-Store,ST023,Cash,6,9,549.72,12.6,537.12,0
T261829,C12798,2025-08-30,Online Web,ONLINE,Mobile Banking,5,11,2811.99,0.0,2811.99,0
T261830,C12798,2025-08-31,In-Store,ST002,Mobile Banking,5,9,828.21,0.0,828.21,0
T261831,C12798,2025-09-29,Online Web,ONLINE,Mobile Banking,9,18,1640.34,13.13,1627.21,0
T261832,C12798,2025-10-03,In-Store,ST011,e-Wallet,7,12,1611.98,0.0,1611.98,0
T261833,C12798,2025-10-05,In-Store,ST007,Credit Card,12,23,2812.08,70.21000000000001,2741.87,0
T261834,C12798,2025-11-11,Mobile App,ONLINE,e-Wallet,10,24,4352.55,16.57,4335.98,0
T261835,C12798,2025-11-29,Online Web,ONLINE,e-Wallet,4,7,1051.66,0.0,1051.66,0
T261836,C12798,2025-12-07,Online Web,ONLINE,Credit Card,4,7,692.19,0.0,692.19,0
T261837,C12798,2026-01-04,In-Store,ST013,Cash,7,12,1422.78,9.08,1413.7,0
T261838,C12798,2026-01-18,In-Store,ST024,Cash,7,15,1389.37,8.26,1381.11,0
T261839,C12798,2026-01-31,In-Store,ST012,Cash,9,17,1874.9,0.0,1874.9,0
T261840,C12798,2026-02-12,In-Store,ST013,Mobile Banking,6,15,1742.72,0.0,1742.72,0
T261841,C12798,2026-03-28,Mobile App,ONLINE,Credit Card,5,8,1142.74,0.0,1142.74,0
T261842,C12798,2026-04-15,Online Web,ONLINE,e-Wallet,7,13,1081.04,0.0,1081.04,0
T261843,C12798,2026-04-29,In-Store,ST001,Cash,9,14,2200.67,0.0,2200.67,0
T261844,C12798,2026-06-26,In-Store,ST020,Mobile Banking,11,21,2789.39,47.91,2741.48,0
T261845,C12798,2026-06-27,In-Store,ST019,Cash,12,30,5095.16,0.0,5095.16,0
T261846,C12798,2026-07-22,Mobile App,ONLINE,e-Wallet,4,9,2735.28,0.0,2735.28,0
T261847,C12798,2026-08-11,In-Store,ST017,e-Wallet,6,11,1345.23,0.0,1345.23,0
T261848,C12798,2026-08-24,In-Store,ST017,Credit Card,4,6,410.19,12.01,398.18,0
T261849,C12799,2024-10-08,Mobile App,ONLINE,Mobile Banking,10,24,2622.28,266.87,2355.41,0
T261850,C12799,2024-10-17,In-Store,ST002,Cash,3,7,586.13,87.91,498.22,0
T261851,C12799,2024-11-01,In-Store,ST018,e-Wallet,4,4,344.89,11.17,333.72,0
T261852,C12799,2024-11-04,In-Store,ST014,Cash,4,9,1427.04,55.92,1371.12,0
T261853,C12799,2024-11-25,In-Store,ST007,Cash,2,5,381.49,26.55,354.94,0
T261854,C12799,2024-12-04,In-Store,ST016,e-Wallet,3,5,1368.96,156.45999999999998,1212.5,0
T261855,C12799,2025-01-09,In-Store,ST016,Cash,8,13,1019.56,23.22,996.34,0
T261856,C12799,2025-01-12,In-Store,ST008,e-Wallet,6,9,770.72,59.82,710.9,0
T261857,C12799,2025-01-15,In-Store,ST017,Credit Card,6,12,2020.67,305.27,1715.4,0
T261858,C12799,2025-02-09,In-Store,ST001,Mobile Banking,9,15,1359.34,77.18,1282.16,0
T261859,C12799,2025-03-29,In-Store,ST001,Credit Card,6,10,1314.19,138.13,1176.06,0
T261860,C12799,2025-04-05,In-Store,ST011,Mobile Banking,5,7,1255.09,131.94,1123.15,0
T261861,C12799,2025-04-06,In-Store,ST008,e-Wallet,6,13,930.14,49.25,880.89,0
T261862,C12799,2025-04-30,In-Store,ST015,Credit Card,6,11,693.83,47.269999999999996,646.56,0
T261863,C12799,2025-05-04,Mobile App,ONLINE,Credit Card,7,14,1894.99,321.80000000000007,1573.19,0
T261864,C12799,2025-05-09,In-Store,ST011,Cash,6,15,2132.72,307.71999999999997,1825.0,0
T261865,C12799,2025-05-31,In-Store,ST006,Mobile Banking,7,10,1461.23,6.6,1454.63,0
T261866,C12799,2025-06-16,Online Web,ONLINE,Mobile Banking,4,6,378.94,9.39,369.55,0
T261867,C12799,2025-06-23,In-Store,ST013,e-Wallet,7,16,1939.12,346.04,1593.08,0
T261868,C12799,2025-07-13,In-Store,ST006,Mobile Banking,9,20,2320.19,94.03,2226.16,0
T261869,C12799,2025-07-18,In-Store,ST017,Cash,8,16,4293.37,782.65,3510.72,0
T261870,C12799,2025-08-02,In-Store,ST017,Cash,5,10,1814.17,260.98,1553.19,0
T261871,C12799,2025-09-12,In-Store,ST025,Mobile Banking,8,12,2518.46,15.32,2503.14,0
T261872,C12799,2025-11-10,In-Store,ST023,Mobile Banking,5,9,930.55,0.0,930.55,0
T261873,C12799,2025-12-19,In-Store,ST009,e-Wallet,1,3,294.0,0.0,294.0,0
T261874,C12799,2026-01-08,In-Store,ST010,Mobile Banking,6,12,1533.37,42.26,1491.11,0
T261875,C12799,2026-01-17,In-Store,ST018,Credit Card,5,9,1209.34,82.58,1126.76,0
T261876,C12799,2026-01-31,In-Store,ST002,Credit Card,5,7,1870.69,207.92000000000002,1662.77,0
T261877,C12799,2026-02-22,In-Store,ST017,Mobile Banking,5,9,711.94,16.72,695.22,0
T261878,C12799,2026-02-25,In-Store,ST003,Credit Card,9,21,3066.54,187.24,2879.3,0
T261879,C12799,2026-03-27,In-Store,ST014,Credit Card,8,17,1783.62,0.0,1783.62,0
T261880,C12799,2026-04-05,In-Store,ST008,Credit Card,4,11,3003.98,52.02,2951.96,0
T261881,C12799,2026-04-20,In-Store,ST008,Credit Card,3,5,365.2,0.0,365.2,0
T261882,C12799,2026-04-24,In-Store,ST008,Cash,4,8,775.97,52.01,723.96,0
T261883,C12799,2026-05-05,Online Web,ONLINE,Mobile Banking,6,10,1595.39,110.8,1484.59,0
T261884,C12799,2026-05-17,In-Store,ST004,Cash,3,6,1166.27,21.24,1145.03,0
T261885,C12799,2026-05-25,In-Store,ST006,Cash,5,12,1475.49,0.0,1475.49,0
T261886,C12799,2026-06-03,Mobile App,ONLINE,Mobile Banking,5,12,825.7,92.51,733.19,0
T261887,C12799,2026-06-16,In-Store,ST002,Credit Card,8,19,2134.02,233.04,1900.98,0
T261888,C12799,2026-07-08,In-Store,ST016,Credit Card,7,12,1703.92,183.72,1520.2,0
T261889,C12799,2026-08-08,In-Store,ST013,e-Wallet,6,12,1412.95,125.53999999999999,1287.41,0
T261890,C12799,2026-08-19,In-Store,ST011,Cash,6,10,1338.25,80.18,1258.07,0
T261891,C12800,2025-03-10,Mobile App,ONLINE,Credit Card,11,16,3829.07,0.0,3829.07,0
T261892,C12800,2025-03-11,Mobile App,ONLINE,e-Wallet,12,20,3792.26,104.59,3687.67,0
T261893,C12800,2025-03-16,In-Store,ST024,Cash,2,3,425.46,0.0,425.46,0
T261894,C12800,2025-03-24,Online Web,ONLINE,Mobile Banking,10,16,3455.65,0.0,3455.65,0
T261895,C12800,2025-04-01,Mobile App,ONLINE,Mobile Banking,5,8,1601.33,0.0,1601.33,0
T261896,C12800,2025-04-18,Mobile App,ONLINE,Cash,4,12,2043.9,0.0,2043.9,0
T261897,C12800,2025-04-29,Mobile App,ONLINE,Credit Card,7,12,2016.7,0.0,2016.7,0
T261898,C12800,2025-05-12,Mobile App,ONLINE,Mobile Banking,7,10,1743.73,0.0,1743.73,0
T261899,C12800,2025-05-21,Mobile App,ONLINE,Credit Card,7,13,2643.72,0.0,2643.72,0
T261900,C12800,2025-05-29,Mobile App,ONLINE,Credit Card,6,11,1814.78,0.0,1814.78,0
T261901,C12800,2025-05-31,Mobile App,ONLINE,Mobile Banking,8,13,1124.77,14.08,1110.69,0
T261902,C12800,2025-06-04,Online Web,ONLINE,Mobile Banking,9,16,2525.63,0.0,2525.63,0
T261903,C12800,2025-06-05,Mobile App,ONLINE,Credit Card,8,15,1273.53,0.0,1273.53,0
T261904,C12800,2025-06-10,Mobile App,ONLINE,Mobile Banking,8,17,2406.09,0.0,2406.09,0
T261905,C12800,2025-06-13,Mobile App,ONLINE,e-Wallet,9,13,3495.28,17.56,3477.72,0
T261906,C12800,2025-06-22,Mobile App,ONLINE,Credit Card,12,23,3438.65,40.86,3397.79,0
T261907,C12800,2025-07-01,Mobile App,ONLINE,Credit Card,8,10,2363.76,0.0,2363.76,0
T261908,C12800,2025-07-07,Mobile App,ONLINE,Mobile Banking,11,22,3426.99,0.0,3426.99,0
T261909,C12800,2025-07-09,In-Store,ST006,Credit Card,3,5,1652.06,0.0,1652.06,0
T261910,C12800,2025-07-27,Mobile App,ONLINE,Credit Card,9,21,2250.39,26.62,2223.77,0
T261911,C12800,2025-07-28,Mobile App,ONLINE,e-Wallet,7,19,1732.07,0.0,1732.07,0
T261912,C12800,2025-08-03,Mobile App,ONLINE,Credit Card,4,8,1691.74,0.0,1691.74,0
T261913,C12800,2025-08-06,Mobile App,ONLINE,Credit Card,3,5,403.91,0.0,403.91,0
T261914,C12800,2025-08-17,Mobile App,ONLINE,e-Wallet,10,21,3071.59,23.73,3047.86,0
T261915,C12800,2025-09-08,Mobile App,ONLINE,Cash,10,25,3816.47,0.0,3816.47,0
T261916,C12800,2025-10-03,In-Store,ST004,Cash,10,22,5790.71,0.0,5790.71,0
T261917,C12800,2025-10-04,Mobile App,ONLINE,Mobile Banking,8,14,3465.16,0.0,3465.16,0
T261918,C12800,2025-10-08,Mobile App,ONLINE,Credit Card,6,13,1931.9,0.0,1931.9,0
T261919,C12800,2025-10-20,Mobile App,ONLINE,Mobile Banking,4,7,1120.51,73.66,1046.85,0
T261920,C12800,2025-11-23,Mobile App,ONLINE,Credit Card,5,13,1112.12,0.0,1112.12,0
T261921,C12800,2025-12-08,Mobile App,ONLINE,Credit Card,8,13,1242.9,0.0,1242.9,0
T261922,C12800,2025-12-10,Mobile App,ONLINE,Credit Card,9,16,1828.89,0.0,1828.89,0
T261923,C12800,2025-12-12,Mobile App,ONLINE,Mobile Banking,5,9,2454.88,0.0,2454.88,0
T261924,C12800,2025-12-16,Mobile App,ONLINE,Mobile Banking,6,11,1870.72,0.0,1870.72,0
T261925,C12800,2025-12-25,Mobile App,ONLINE,Credit Card,9,20,2442.04,0.0,2442.04,0
T261926,C12800,2025-12-31,Mobile App,ONLINE,Mobile Banking,13,29,5834.72,0.0,5834.72,0
T261927,C12800,2026-01-06,Mobile App,ONLINE,Credit Card,10,22,3955.42,8.97,3946.45,0
T261928,C12800,2026-01-08,Mobile App,ONLINE,Credit Card,7,12,3287.11,74.81,3212.3,0
T261929,C12800,2026-01-16,In-Store,ST021,e-Wallet,9,19,3390.07,71.44,3318.63,0
T261930,C12800,2026-01-23,In-Store,ST008,e-Wallet,7,10,2135.99,51.82,2084.17,0
T261931,C12800,2026-01-29,Mobile App,ONLINE,Credit Card,7,13,1317.05,0.0,1317.05,0
T261932,C12800,2026-02-07,Online Web,ONLINE,Mobile Banking,10,13,1463.06,0.0,1463.06,0
T261933,C12800,2026-02-10,Mobile App,ONLINE,Mobile Banking,8,15,1930.33,29.56,1900.77,0
T261934,C12800,2026-02-11,Mobile App,ONLINE,Cash,7,9,1094.26,0.0,1094.26,0
T261935,C12800,2026-02-14,Mobile App,ONLINE,Credit Card,9,20,2007.61,62.66,1944.95,0
T261936,C12800,2026-02-19,Mobile App,ONLINE,Mobile Banking,6,12,852.14,0.0,852.14,0
T261937,C12800,2026-02-28,Mobile App,ONLINE,e-Wallet,3,4,1027.28,0.0,1027.28,0
T261938,C12800,2026-03-06,Mobile App,ONLINE,Credit Card,9,20,3659.62,0.0,3659.62,0
T261939,C12800,2026-03-14,Mobile App,ONLINE,e-Wallet,7,11,1285.1,0.0,1285.1,0
T261940,C12800,2026-03-19,Mobile App,ONLINE,Mobile Banking,7,11,777.55,0.0,777.55,0
T261941,C12800,2026-04-02,In-Store,ST008,Cash,9,13,2225.96,0.0,2225.96,0
T261942,C12800,2026-04-05,Mobile App,ONLINE,Mobile Banking,6,10,998.74,0.0,998.74,0
T261943,C12800,2026-04-06,Mobile App,ONLINE,Credit Card,10,19,2133.33,0.0,2133.33,0
T261944,C12800,2026-04-10,Mobile App,ONLINE,Mobile Banking,11,23,3321.31,68.61,3252.7,0
T261945,C12800,2026-04-11,Mobile App,ONLINE,Mobile Banking,8,18,2278.91,0.0,2278.91,0
T261946,C12800,2026-04-15,Mobile App,ONLINE,Mobile Banking,10,20,2216.7,0.0,2216.7,0
T261947,C12800,2026-04-23,Mobile App,ONLINE,Credit Card,7,16,1898.22,0.0,1898.22,0
T261948,C12800,2026-05-10,Online Web,ONLINE,e-Wallet,8,18,1206.98,36.120000000000005,1170.86,0
T261949,C12800,2026-05-14,Mobile App,ONLINE,e-Wallet,9,19,4562.18,127.44999999999999,4434.73,0
T261950,C12800,2026-05-20,Mobile App,ONLINE,Credit Card,5,13,2322.38,167.14,2155.24,0
T261951,C12800,2026-05-23,In-Store,ST019,e-Wallet,8,16,1896.83,0.0,1896.83,0
T261952,C12800,2026-06-13,Mobile App,ONLINE,e-Wallet,9,23,2342.98,0.0,2342.98,0
T261953,C12800,2026-07-26,Mobile App,ONLINE,e-Wallet,8,15,2908.55,0.0,2908.55,0
T261954,C12800,2026-08-07,Mobile App,ONLINE,Credit Card,14,26,6374.23,14.55,6359.68,0
T261955,C12800,2026-08-21,Mobile App,ONLINE,e-Wallet,7,12,1459.91,13.07,1446.84,0
T261956,C12801,2025-11-20,Online Web,ONLINE,Credit Card,2,4,491.41,0.0,491.41,0
T261957,C12801,2025-12-25,In-Store,ST010,Cash,2,2,129.87,0.0,129.87,0
T261958,C12801,2025-12-30,In-Store,ST012,Credit Card,3,5,322.79,0.0,322.79,0
T261959,C12801,2026-01-12,In-Store,ST025,e-Wallet,1,2,122.78,0.0,122.78,0
T261960,C12801,2026-03-16,In-Store,ST005,Mobile Banking,1,1,21.92,0.0,21.92,0
T261961,C12801,2026-07-01,In-Store,ST010,e-Wallet,3,5,1269.88,0.0,1269.88,0
T261962,C12801,2026-08-16,In-Store,ST012,Credit Card,7,15,1135.36,142.0,993.36,0
T261963,C12802,2026-01-09,In-Store,ST001,Credit Card,5,11,2140.4,243.27999999999997,1897.12,0
T261964,C12802,2026-02-15,Mobile App,ONLINE,Mobile Banking,6,14,1233.83,191.41,1042.42,0
T261965,C12802,2026-04-17,In-Store,ST024,Cash,4,9,829.89,0.0,829.89,0
T261966,C12802,2026-06-07,In-Store,ST018,Credit Card,1,2,78.6,7.86,70.74,0
T261967,C12802,2026-08-22,In-Store,ST021,Credit Card,3,4,226.86,46.04,180.82,0
T261968,C12803,2025-10-09,Online Web,ONLINE,Credit Card,4,10,1051.87,95.64999999999999,956.22,0
T261969,C12803,2025-12-21,In-Store,ST020,e-Wallet,2,2,142.2,10.8,131.4,0
T261970,C12803,2026-04-16,In-Store,ST008,e-Wallet,5,7,1026.07,12.68,1013.39,0
T261971,C12804,2025-05-06,In-Store,ST001,Credit Card,7,11,2015.33,225.93,1789.4,0
T261972,C12804,2025-05-14,In-Store,ST023,Cash,3,3,805.09,17.39,787.7,0
T261973,C12804,2025-06-01,In-Store,ST005,Mobile Banking,3,3,400.34,37.160000000000004,363.18,0
T261974,C12804,2025-06-08,In-Store,ST001,Mobile Banking,3,5,670.98,0.0,670.98,0
T261975,C12804,2025-07-17,In-Store,ST018,Mobile Banking,2,4,388.31,0.0,388.31,0
T261976,C12804,2025-07-22,In-Store,ST021,Mobile Banking,1,1,971.36,97.14,874.22,0
T261977,C12804,2025-07-29,In-Store,ST006,Credit Card,2,4,323.76,0.0,323.76,0
T261978,C12804,2025-08-13,In-Store,ST017,Mobile Banking,4,6,443.75,0.0,443.75,0
T261979,C12804,2025-08-23,In-Store,ST005,Mobile Banking,3,4,357.43,0.0,357.43,0
T261980,C12804,2025-08-30,In-Store,ST014,Cash,4,6,813.97,0.0,813.97,0
T261981,C12804,2025-09-17,In-Store,ST014,Credit Card,5,11,1354.53,0.0,1354.53,0
T261982,C12804,2025-09-19,In-Store,ST021,e-Wallet,2,4,326.0,0.0,326.0,0
T261983,C12804,2025-10-23,In-Store,ST020,Mobile Banking,3,3,278.87,0.0,278.87,0
T261984,C12804,2025-12-14,In-Store,ST022,e-Wallet,3,5,469.67,0.0,469.67,0
T261985,C12804,2026-03-29,In-Store,ST014,Credit Card,2,4,834.2,0.0,834.2,0
T261986,C12804,2026-04-02,In-Store,ST018,e-Wallet,3,7,877.99,0.0,877.99,0
T261987,C12804,2026-04-06,In-Store,ST005,e-Wallet,7,11,1541.14,0.0,1541.14,0
T261988,C12804,2026-04-08,In-Store,ST006,Credit Card,3,6,926.05,0.0,926.05,0
T261989,C12804,2026-04-09,In-Store,ST010,Mobile Banking,2,4,483.12,0.0,483.12,0
T261990,C12804,2026-05-03,In-Store,ST008,e-Wallet,1,1,203.34,0.0,203.34,0
T261991,C12804,2026-06-17,In-Store,ST021,Mobile Banking,3,5,385.34,27.62,357.72,0
T261992,C12804,2026-06-19,In-Store,ST011,Mobile Banking,1,2,205.54,0.0,205.54,0
T261993,C12804,2026-06-23,In-Store,ST002,Credit Card,3,7,867.67,0.0,867.67,0
T261994,C12804,2026-07-19,In-Store,ST009,e-Wallet,1,2,255.62,0.0,255.62,0
T261995,C12805,2024-09-19,Mobile App,ONLINE,Credit Card,1,1,24.06,0.0,24.06,0
T261996,C12805,2024-09-20,Mobile App,ONLINE,e-Wallet,3,6,517.35,0.0,517.35,0
T261997,C12805,2024-10-05,Mobile App,ONLINE,Credit Card,4,8,647.83,127.72999999999999,520.1,0
T261998,C12805,2024-12-21,Mobile App,ONLINE,Mobile Banking,2,4,675.4,0.0,675.4,0
T261999,C12805,2024-12-26,Mobile App,ONLINE,e-Wallet,4,5,306.33,5.91,300.42,0
T262000,C12805,2025-03-25,Mobile App,ONLINE,Credit Card,2,2,338.5,10.78,327.72,0
T262001,C12805,2025-04-20,Mobile App,ONLINE,e-Wallet,3,5,300.88,0.0,300.88,0
T262002,C12805,2025-04-23,Mobile App,ONLINE,Credit Card,4,6,771.57,4.84,766.73,0
T262003,C12805,2026-01-07,Mobile App,ONLINE,Credit Card,2,2,115.66,0.0,115.66,0
T262004,C12805,2026-01-17,Mobile App,ONLINE,Mobile Banking,2,2,110.45,4.25,106.2,0
T262005,C12805,2026-04-09,Mobile App,ONLINE,Mobile Banking,1,1,160.87,0.0,160.87,0
T262006,C12805,2026-08-02,Mobile App,ONLINE,Mobile Banking,4,9,685.06,25.87,659.19,0
T262007,C12806,2026-05-10,Mobile App,ONLINE,Credit Card,3,7,502.23,29.630000000000003,472.6,0
T262008,C12806,2026-06-11,Mobile App,ONLINE,Mobile Banking,2,4,229.02,39.23,189.79,0
T262009,C12806,2026-07-29,Online Web,ONLINE,Mobile Banking,2,4,303.0,6.7,296.3,0
T262010,C12806,2026-08-02,Mobile App,ONLINE,Credit Card,2,4,297.22,5.55,291.67,0
T262011,C12807,2025-04-25,In-Store,ST024,Cash,5,13,3376.67,0.0,3376.67,0
T262012,C12807,2025-04-26,In-Store,ST002,e-Wallet,9,15,2437.08,32.56,2404.52,0
T262013,C12807,2025-05-16,In-Store,ST024,e-Wallet,5,9,1843.33,0.0,1843.33,0
T262014,C12807,2025-05-24,In-Store,ST002,Mobile Banking,9,17,3641.69,0.0,3641.69,0
T262015,C12807,2025-05-27,In-Store,ST003,Credit Card,5,12,4979.19,118.34,4860.85,0
T262016,C12807,2025-06-03,In-Store,ST019,e-Wallet,6,10,2833.6,0.0,2833.6,0
T262017,C12807,2025-06-08,In-Store,ST005,Mobile Banking,9,14,3572.15,0.0,3572.15,0
T262018,C12807,2025-06-27,In-Store,ST008,Cash,6,9,1133.61,0.0,1133.61,0
T262019,C12807,2025-07-02,In-Store,ST019,e-Wallet,4,7,1339.64,0.0,1339.64,0
T262020,C12807,2025-07-03,In-Store,ST010,Mobile Banking,10,12,3040.91,5.02,3035.89,0
T262021,C12807,2025-07-15,In-Store,ST011,e-Wallet,7,13,4037.02,323.63,3713.39,0
T262022,C12807,2025-08-07,In-Store,ST018,Cash,8,12,3083.75,0.0,3083.75,0
T262023,C12807,2025-08-31,In-Store,ST023,e-Wallet,7,12,2576.8,9.39,2567.41,0
T262024,C12807,2025-09-11,In-Store,ST021,Cash,5,8,1430.39,51.01,1379.38,0
T262025,C12807,2025-09-21,In-Store,ST016,Cash,9,14,2400.68,0.0,2400.68,0
T262026,C12807,2025-11-05,In-Store,ST020,e-Wallet,9,15,4663.85,0.0,4663.85,0
T262027,C12807,2025-11-22,Online Web,ONLINE,Credit Card,8,11,1309.89,0.0,1309.89,0
T262028,C12807,2025-11-29,In-Store,ST013,e-Wallet,8,13,2847.51,0.0,2847.51,0
T262029,C12807,2025-12-02,In-Store,ST011,Mobile Banking,6,10,1456.01,0.0,1456.01,0
T262030,C12807,2025-12-06,In-Store,ST015,Credit Card,5,9,915.59,20.7,894.89,0
T262031,C12807,2025-12-07,In-Store,ST001,Cash,5,5,912.14,0.0,912.14,0
