ticket_id,customer_id,ticket_date,issue_type,contact_channel,is_resolved,satisfaction_score
K51406,C12570,2026-02-23,Damaged Item,Email,1,1
K51407,C12570,2025-10-23,Wrong Item,Chat,1,1
K51408,C12570,2026-02-27,Membership Points,Call Center,1,3
K51409,C12571,2026-08-02,Delivery Delay,Call Center,0,3
K51410,C12572,2026-01-15,Refund Request,Chat,1,1
K51411,C12578,2025-10-07,Wrong Item,Chat,1,3
K51412,C12579,2025-10-27,Wrong Item,Social,1,4
K51413,C12582,2026-02-11,App/Website Problem,Call Center,1,3
K51414,C12582,2026-03-15,Damaged Item,Social,1,4
K51415,C12583,2025-07-25,Damaged Item,Social,1,4
K51416,C12585,2025-05-26,Refund Request,Email,1,1
K51417,C12585,2025-08-19,Refund Request,Social,1,2
K51418,C12592,2026-07-04,Damaged Item,Chat,1,4
K51419,C12595,2025-06-18,App/Website Problem,Chat,1,3
K51420,C12597,2026-01-09,Membership Points,Call Center,1,4
K51421,C12597,2025-12-16,App/Website Problem,Email,1,4
K51422,C12599,2026-03-19,App/Website Problem,Call Center,1,1
K51423,C12600,2026-06-23,Wrong Item,Chat,1,2
K51424,C12601,2025-10-05,App/Website Problem,Social,1,3
K51425,C12601,2026-05-01,Wrong Item,Call Center,1,3
K51426,C12601,2025-10-09,Wrong Item,Email,1,4
K51427,C12602,2026-08-19,Refund Request,Chat,1,4
K51428,C12602,2026-02-12,Membership Points,Social,1,5
K51429,C12604,2026-03-24,Wrong Item,Email,1,2
K51430,C12606,2026-05-21,Payment Issue,Call Center,0,5
K51431,C12609,2025-07-16,Delivery Delay,Call Center,1,1
K51432,C12609,2026-03-09,App/Website Problem,Chat,0,1
K51433,C12610,2026-04-07,Delivery Delay,Call Center,1,3
K51434,C12611,2026-02-19,App/Website Problem,Call Center,1,5
K51435,C12611,2025-12-09,Wrong Item,Social,1,1
K51436,C12612,2026-03-27,Membership Points,Email,1,4
K51437,C12612,2026-03-09,Delivery Delay,Social,0,2
K51438,C12615,2026-05-24,Damaged Item,Email,1,5
K51439,C12617,2025-03-20,Wrong Item,Chat,1,5
K51440,C12621,2026-02-17,Membership Points,Call Center,1,3
K51441,C12623,2026-07-01,Delivery Delay,Call Center,1,4
K51442,C12625,2025-09-24,Delivery Delay,Social,1,4
K51443,C12627,2026-03-01,Wrong Item,Email,1,2
K51444,C12627,2026-02-04,Refund Request,Email,1,2
K51445,C12630,2026-08-17,Membership Points,Call Center,1,5
K51446,C12631,2026-03-24,Refund Request,Social,0,3
K51447,C12631,2026-04-09,Refund Request,Social,1,1
K51448,C12631,2026-03-28,Wrong Item,Chat,1,1
K51449,C12634,2026-01-05,Damaged Item,Email,0,3
K51450,C12635,2026-07-03,Payment Issue,Email,1,2
K51451,C12635,2026-05-14,App/Website Problem,Social,1,3
K51452,C12637,2026-02-09,Membership Points,Chat,1,5
K51453,C12637,2025-07-14,Damaged Item,Email,0,3
K51454,C12642,2026-01-27,Refund Request,Email,1,1
K51455,C12647,2026-05-16,Payment Issue,Chat,1,3
K51456,C12648,2026-03-11,Payment Issue,Email,1,3
K51457,C12650,2026-06-25,Delivery Delay,Chat,0,4
K51458,C12658,2026-05-11,Refund Request,Chat,0,3
K51459,C12658,2026-04-25,App/Website Problem,Email,1,3
K51460,C12661,2026-05-24,Refund Request,Social,1,5
K51461,C12663,2025-11-07,Membership Points,Email,1,2
K51462,C12665,2025-12-20,Wrong Item,Call Center,1,4
K51463,C12669,2025-08-03,App/Website Problem,Call Center,0,3
K51464,C12670,2026-05-20,Membership Points,Email,1,5
K51465,C12671,2026-05-24,App/Website Problem,Email,1,4
K51466,C12674,2026-03-22,Membership Points,Call Center,1,3
K51467,C12679,2025-08-08,Refund Request,Social,1,4
K51468,C12681,2025-02-03,Wrong Item,Call Center,1,3
K51469,C12682,2026-03-26,Delivery Delay,Social,1,1
K51470,C12682,2026-01-12,Membership Points,Chat,1,2
K51471,C12687,2025-05-23,Payment Issue,Email,1,3
K51472,C12688,2025-08-14,Delivery Delay,Social,1,5
K51473,C12692,2026-02-28,Wrong Item,Social,1,1
K51474,C12695,2026-02-08,Delivery Delay,Email,1,2
K51475,C12698,2026-04-07,Delivery Delay,Email,1,3
K51476,C12698,2025-05-24,App/Website Problem,Email,1,3
K51477,C12699,2025-10-13,Delivery Delay,Social,1,2
K51478,C12701,2025-08-12,Payment Issue,Chat,1,3
K51479,C12702,2026-01-10,Wrong Item,Call Center,1,3
K51480,C12704,2025-08-22,App/Website Problem,Call Center,1,5
K51481,C12704,2026-03-20,Damaged Item,Call Center,1,5
K51482,C12708,2026-01-28,Wrong Item,Chat,1,4
K51483,C12716,2026-01-16,Wrong Item,Call Center,1,4
K51484,C12717,2026-04-21,Membership Points,Email,1,2
K51485,C12719,2025-03-02,Refund Request,Email,1,5
K51486,C12720,2025-05-26,Damaged Item,Call Center,0,3
K51487,C12720,2025-08-03,Payment Issue,Email,1,4
K51488,C12721,2026-07-23,Delivery Delay,Call Center,0,5
K51489,C12724,2026-02-14,Delivery Delay,Call Center,1,2
K51490,C12724,2026-02-09,Payment Issue,Call Center,1,1
K51491,C12724,2026-03-17,Wrong Item,Email,0,4
K51492,C12726,2026-03-21,Membership Points,Call Center,1,2
K51493,C12727,2025-09-28,App/Website Problem,Chat,1,4
K51494,C12727,2025-04-14,Delivery Delay,Call Center,1,4
K51495,C12732,2025-12-01,Damaged Item,Call Center,0,3
K51496,C12735,2026-01-21,Wrong Item,Social,1,3
K51497,C12735,2026-07-03,Refund Request,Chat,1,3
K51498,C12736,2025-12-03,Wrong Item,Call Center,1,3
K51499,C12737,2025-12-18,Membership Points,Social,1,3
K51500,C12744,2025-11-14,App/Website Problem,Social,1,3
K51501,C12747,2025-12-01,Membership Points,Email,0,4
K51502,C12748,2026-01-15,Membership Points,Social,1,5
K51503,C12750,2026-02-22,Wrong Item,Chat,1,2
K51504,C12755,2026-01-15,Damaged Item,Email,1,3
K51505,C12755,2025-10-03,Wrong Item,Chat,1,2
K51506,C12755,2026-03-27,App/Website Problem,Chat,1,3
K51507,C12761,2026-02-07,Wrong Item,Chat,0,3
K51508,C12761,2026-01-11,Membership Points,Email,1,4
K51509,C12761,2026-02-13,Refund Request,Call Center,0,2
K51510,C12764,2025-11-04,Refund Request,Call Center,1,3
K51511,C12764,2026-04-03,App/Website Problem,Call Center,0,3
K51512,C12764,2025-05-21,Membership Points,Social,0,3
K51513,C12769,2026-03-09,Membership Points,Call Center,1,3
K51514,C12779,2026-08-07,Membership Points,Call Center,1,3
K51515,C12782,2025-12-07,App/Website Problem,Social,1,3
K51516,C12782,2025-06-11,Payment Issue,Email,1,4
K51517,C12782,2025-10-27,Membership Points,Email,1,1
K51518,C12783,2025-09-23,App/Website Problem,Social,0,4
K51519,C12784,2026-06-30,Refund Request,Call Center,1,2
K51520,C12785,2025-09-30,App/Website Problem,Email,0,4
K51521,C12785,2026-05-24,Delivery Delay,Call Center,1,2
K51522,C12785,2026-07-01,Payment Issue,Chat,1,4
K51523,C12788,2025-12-09,Damaged Item,Social,0,3
K51524,C12788,2025-08-16,Wrong Item,Email,1,3
K51525,C12790,2026-06-11,App/Website Problem,Chat,0,3
K51526,C12791,2026-05-24,Payment Issue,Chat,1,1
K51527,C12793,2026-03-15,Refund Request,Chat,1,2
K51528,C12793,2026-04-21,Refund Request,Call Center,1,1
K51529,C12794,2026-04-10,Delivery Delay,Social,0,3
K51530,C12796,2026-01-18,Delivery Delay,Call Center,1,5
K51531,C12799,2025-10-15,Damaged Item,Social,0,4
K51532,C12801,2026-04-14,App/Website Problem,Social,1,3
K51533,C12801,2026-05-01,App/Website Problem,Social,1,4
K51534,C12803,2025-11-08,Damaged Item,Email,0,3
K51535,C12803,2026-01-25,App/Website Problem,Email,0,5
K51536,C12806,2026-05-29,Damaged Item,Call Center,1,3
K51537,C12806,2026-05-24,App/Website Problem,Call Center,1,3
K51538,C12808,2026-01-02,App/Website Problem,Chat,1,5
K51539,C12808,2025-09-07,Damaged Item,Call Center,1,3
K51540,C12809,2026-04-26,Wrong Item,Call Center,1,2
K51541,C12810,2026-03-25,App/Website Problem,Call Center,1,4
K51542,C12811,2026-06-06,Damaged Item,Email,0,3
K51543,C12815,2025-02-10,Membership Points,Email,1,3
K51544,C12816,2025-03-15,Damaged Item,Email,1,2
K51545,C12817,2026-04-04,Damaged Item,Chat,1,2
K51546,C12818,2025-07-07,Payment Issue,Social,1,4
K51547,C12820,2025-11-26,Membership Points,Social,1,2
K51548,C12821,2026-04-15,Delivery Delay,Chat,0,3
K51549,C12822,2025-09-04,Refund Request,Call Center,1,4
K51550,C12822,2025-08-04,Membership Points,Social,1,2
K51551,C12823,2026-03-11,Delivery Delay,Chat,1,3
K51552,C12830,2025-04-24,Refund Request,Call Center,1,2
K51553,C12831,2026-04-07,Delivery Delay,Email,1,2
K51554,C12838,2026-06-08,Payment Issue,Chat,1,2
K51555,C12841,2025-07-11,Delivery Delay,Call Center,1,3
K51556,C12841,2026-05-25,Payment Issue,Chat,1,3
K51557,C12842,2026-04-13,App/Website Problem,Email,0,4
K51558,C12842,2026-03-26,Damaged Item,Email,1,4
K51559,C12849,2026-05-22,App/Website Problem,Call Center,1,2
K51560,C12849,2026-07-29,Delivery Delay,Call Center,1,2
K51561,C12855,2025-10-03,Membership Points,Social,1,5
K51562,C12856,2026-06-24,App/Website Problem,Social,1,3
K51563,C12856,2026-07-28,Damaged Item,Social,1,4
K51564,C12857,2026-03-06,Payment Issue,Chat,1,3
K51565,C12860,2026-02-07,Delivery Delay,Chat,0,4
K51566,C12861,2025-04-04,Payment Issue,Email,1,4
K51567,C12864,2025-08-27,Payment Issue,Email,1,3
K51568,C12870,2025-08-06,Damaged Item,Call Center,1,5
K51569,C12874,2025-11-28,Delivery Delay,Chat,1,3
K51570,C12875,2026-07-17,Delivery Delay,Email,1,4
K51571,C12876,2026-03-10,Membership Points,Chat,1,5
K51572,C12877,2026-04-24,Delivery Delay,Social,0,2
K51573,C12878,2025-12-19,Refund Request,Chat,1,3
K51574,C12879,2026-07-14,Damaged Item,Chat,1,3
K51575,C12882,2026-05-17,Payment Issue,Social,1,4
K51576,C12882,2026-06-27,Damaged Item,Call Center,1,5
K51577,C12887,2025-01-26,Damaged Item,Call Center,1,4
K51578,C12890,2025-12-06,Wrong Item,Email,1,2
K51579,C12892,2026-03-18,Delivery Delay,Chat,1,3
K51580,C12895,2026-07-28,Damaged Item,Call Center,1,5
K51581,C12902,2026-03-24,App/Website Problem,Chat,1,2
K51582,C12902,2026-02-23,Damaged Item,Call Center,1,3
K51583,C12903,2026-02-21,Membership Points,Call Center,1,2
K51584,C12903,2026-02-26,Refund Request,Call Center,0,3
K51585,C12905,2025-09-19,Wrong Item,Chat,1,3
K51586,C12909,2024-10-10,Membership Points,Email,1,5
K51587,C12912,2025-11-04,Refund Request,Social,0,2
K51588,C12915,2025-03-22,Membership Points,Call Center,1,4
K51589,C12921,2025-02-16,App/Website Problem,Email,1,3
K51590,C12922,2026-05-06,Refund Request,Chat,1,2
K51591,C12925,2026-02-23,Wrong Item,Call Center,1,3
K51592,C12925,2026-02-19,Membership Points,Call Center,1,3
K51593,C12927,2024-12-21,Wrong Item,Social,1,2
K51594,C12930,2026-05-07,Damaged Item,Social,1,3
K51595,C12934,2025-03-10,Damaged Item,Social,1,2
K51596,C12935,2026-02-10,Membership Points,Call Center,1,2
K51597,C12936,2025-12-18,Wrong Item,Social,1,5
K51598,C12936,2026-05-19,Payment Issue,Call Center,1,5
K51599,C12940,2025-07-20,App/Website Problem,Social,1,5
K51600,C12943,2025-07-16,App/Website Problem,Social,1,4
K51601,C12947,2026-03-07,Refund Request,Chat,1,1
K51602,C12947,2026-01-15,Refund Request,Call Center,1,3
K51603,C12948,2025-10-03,Payment Issue,Chat,1,4
K51604,C12949,2026-03-07,App/Website Problem,Chat,1,5
K51605,C12951,2026-05-14,Payment Issue,Call Center,0,4
K51606,C12953,2025-09-08,Wrong Item,Chat,1,4
K51607,C12955,2026-05-23,Damaged Item,Social,0,2
K51608,C12955,2025-12-03,Wrong Item,Call Center,1,3
K51609,C12957,2026-01-22,Membership Points,Email,1,2
K51610,C12958,2026-03-01,Wrong Item,Call Center,1,3
K51611,C12959,2026-01-25,Delivery Delay,Social,1,2
K51612,C12961,2025-09-14,Damaged Item,Social,1,1
K51613,C12962,2025-04-10,Payment Issue,Social,1,4
K51614,C12964,2026-06-11,Refund Request,Chat,1,4
K51615,C12964,2026-05-26,Wrong Item,Chat,0,3
K51616,C12966,2025-10-08,Delivery Delay,Call Center,1,5
K51617,C12966,2026-05-30,App/Website Problem,Email,1,4
K51618,C12968,2025-12-15,Wrong Item,Social,1,4
K51619,C12970,2026-01-29,Damaged Item,Social,1,2
K51620,C12976,2026-06-16,Damaged Item,Call Center,1,3
K51621,C12982,2026-03-12,Membership Points,Call Center,0,4
K51622,C12982,2026-03-30,Wrong Item,Email,1,3
K51623,C12982,2026-02-24,Payment Issue,Call Center,1,3
K51624,C12983,2026-03-12,App/Website Problem,Call Center,1,2
K51625,C12984,2026-01-17,App/Website Problem,Social,0,2
K51626,C12985,2026-01-02,Wrong Item,Social,0,5
K51627,C12985,2025-01-30,App/Website Problem,Email,0,3
K51628,C12986,2026-01-11,App/Website Problem,Social,0,5
K51629,C12986,2026-03-15,Damaged Item,Social,1,2
K51630,C12987,2025-01-20,Payment Issue,Chat,1,3
K51631,C12989,2025-08-21,Delivery Delay,Email,1,5
K51632,C12992,2026-01-30,App/Website Problem,Call Center,0,4
K51633,C12993,2026-01-14,Delivery Delay,Chat,0,5
K51634,C12993,2025-09-26,Payment Issue,Chat,0,4
K51635,C12995,2026-07-14,Refund Request,Social,1,4
K51636,C12997,2025-12-23,Delivery Delay,Call Center,1,2
